,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,encoded category
528,2890,4,2,Rural,1966,335743.30890850566,0
529,2841,2,3,Rural,1952,276296.33685332374,0
530,1920,2,3,Rural,1982,222212.13213889327,0
531,1407,2,2,Urban,1956,221697.81574055224,2
532,1524,2,3,Suburb,1951,223582.38488034377,1
533,1827,3,2,Urban,1983,206212.79258609767,2
534,2529,4,1,Suburb,1953,214945.59477018565,1
535,1902,3,2,Urban,1998,152143.29657619866,2
536,2848,4,3,Urban,1966,376480.3015198191,2
537,1035,3,3,Urban,2020,135298.4456835019,2
538,1684,4,1,Urban,1961,160232.42030870466,2
539,1019,2,2,Suburb,1993,70855.37071563367,1
540,1320,4,1,Suburb,1998,183736.7270283909,1
541,2799,2,3,Suburb,2018,388318.721111638,1
542,1511,4,2,Suburb,1966,165073.71563418454,1
543,1399,3,3,Rural,1987,213210.0434161304,0
544,1653,5,2,Rural,2005,140382.87226040527,0
545,1971,4,1,Urban,2010,260495.08469184453,2
546,2906,3,1,Suburb,1981,385304.7144909709,1
547,1470,5,3,Suburb,2005,144254.79594351217,1
548,2166,3,1,Urban,1972,277469.1074047808,2
549,2115,5,1,Urban,2015,252361.13148515,2
550,2377,2,3,Urban,2016,256202.9962478454,2
551,1833,4,3,Suburb,1954,139343.72748855263,1
552,2823,3,3,Suburb,1972,246154.6872755705,1
553,1726,4,2,Suburb,2000,218372.93023353268,1
554,2982,2,3,Rural,1974,309839.69209195976,0
555,1853,2,2,Urban,1973,219293.0105853752,2
556,1050,4,3,Suburb,1979,203482.1889124172,1
557,2688,3,2,Urban,2000,220036.0304825068,2
558,2721,3,3,Rural,1979,365466.45278472325,0
559,1574,3,2,Urban,2021,125013.14514330492,2
560,2213,4,1,Suburb,1995,234126.80566940556,1
561,2148,3,3,Urban,2006,213331.2022846543,2
562,1149,3,3,Suburb,1978,91677.1743135704,1
563,1313,5,2,Rural,2011,262434.5217293376,0
564,1569,3,1,Rural,1978,184359.5380741188,0
565,2365,2,1,Suburb,1986,323820.0405682337,1
566,1304,3,2,Rural,1989,97808.59675103222,0
567,2715,4,3,Urban,2004,298075.9523945043,2
568,1681,4,1,Rural,1975,128702.11481480266,0
569,1837,3,3,Rural,1976,129730.19741095706,0
570,2806,4,2,Rural,2000,326637.4753191202,0
571,2077,4,3,Rural,1971,241442.143756707,0
572,2002,3,1,Suburb,2014,259033.5696091164,1
573,1443,5,2,Rural,1987,299103.33982685435,0
574,1612,5,1,Suburb,1950,127303.85743184252,1
575,1992,5,3,Suburb,1964,210318.9028635672,1
576,1263,5,3,Suburb,1960,188936.21799927184,1
577,2076,2,2,Urban,2005,185380.12933067384,2
578,2595,3,1,Urban,1987,294176.3398072445,2
579,2003,4,1,Suburb,2003,198735.76407487172,1
580,2643,4,1,Urban,1972,268807.8484225868,2
581,1004,3,2,Rural,1986,65228.451657181766,0
582,2126,4,3,Urban,2000,262087.5685406145,2
583,2219,2,3,Rural,2010,255398.7488360053,0
584,1773,5,3,Urban,1971,200902.1210079548,2
585,1876,3,1,Suburb,2015,237628.6476429031,1
586,1991,4,2,Suburb,2004,201135.28609513523,1
587,1883,2,1,Urban,2016,327202.41442370834,2
588,2373,4,2,Rural,1975,313572.8518403207,0
589,1046,2,1,Rural,1987,161735.08959988356,0
590,1866,4,2,Suburb,1999,135186.94087616628,1
591,1822,5,1,Rural,1972,206442.25251652248,0
592,1935,3,1,Suburb,2002,176508.47514546313,1
593,2843,5,2,Urban,1988,295895.5580713673,2
594,1655,5,3,Urban,1972,215023.38326044296,2
595,1268,4,3,Urban,2015,145269.20365725964,2
596,1369,5,2,Suburb,1977,156946.23886717143,1
597,1635,3,2,Urban,2009,246606.27246872173,2
598,2129,2,3,Rural,2016,194238.86404489263,0
599,2693,2,1,Suburb,1959,281991.7020085731,1
600,2682,4,3,Rural,1983,258071.88013024023,0
601,1656,3,2,Urban,1950,149913.01063562068,2
602,1119,3,1,Suburb,1986,118571.5243008172,1
603,1830,2,2,Suburb,2017,258490.79490966225,1
604,2810,2,3,Suburb,2020,237178.03687268015,1
605,2627,5,1,Urban,2016,283416.61176366487,2
606,2081,4,3,Suburb,2007,234682.71104543685,1
607,2974,2,3,Suburb,1965,236267.06232456485,1
608,2369,2,3,Urban,2013,220216.97133488397,2
609,1740,3,1,Urban,1977,231805.2696288392,2
610,2497,3,3,Rural,2019,293908.2936846775,0
611,1116,3,1,Rural,1977,148823.04632708835,0
612,2853,2,3,Rural,1967,317837.8614141733,0
613,1790,4,3,Suburb,1992,311154.7318744357,1
614,2150,5,2,Urban,1963,256000.1605924757,2
615,2416,4,3,Rural,1971,215724.19497451396,0
616,2931,2,1,Rural,1963,249356.7367478768,0
617,2012,5,2,Urban,1968,223423.08229570035,2
618,2664,4,1,Suburb,1968,272864.8009845355,1
619,2081,2,3,Urban,1988,202344.3255562944,2
620,1633,4,2,Urban,1982,228849.23363704217,2
621,1512,2,2,Urban,1987,240983.2420495493,2
622,2774,3,2,Suburb,1981,289649.3015046294,1
623,1801,4,1,Rural,1963,144200.25472284656,0
624,2119,3,2,Rural,1972,257560.4742361165,0
625,2661,3,2,Suburb,1975,273196.6206523907,1
626,2141,5,1,Urban,1999,235009.5775041492,2
627,1559,5,1,Urban,2018,166047.69062077426,2
628,2624,4,1,Rural,2004,258771.5961898808,0
629,1487,2,3,Rural,2016,96385.9182789763,0
630,2260,5,1,Urban,1969,246585.67000113003,2
631,2908,5,1,Suburb,2005,304455.99187438824,1
632,1896,3,2,Rural,1964,171955.104831796,0
633,2295,3,3,Suburb,2008,175119.20936481262,1
634,2212,2,2,Suburb,2006,273977.7959903137,1
635,1703,5,1,Urban,1980,133660.82096467528,2
636,2470,5,1,Suburb,2018,276587.1870510741,1
637,1580,2,2,Urban,1963,199265.5521697208,2
638,1789,5,3,Suburb,1971,133679.26622996147,1
639,1860,4,3,Rural,1996,187289.18440161628,0
640,1246,4,2,Urban,1991,195380.2522240877,2
641,2986,2,1,Urban,2020,290467.5265903441,2
642,2099,3,3,Urban,2010,125993.0726556148,2
643,1153,2,3,Urban,1954,164864.4865169759,2
644,2679,4,2,Rural,1973,271131.6959591951,0
645,2458,5,3,Urban,1963,272401.7092102525,2
646,1996,5,1,Urban,1997,214623.9275419516,2
647,2109,3,2,Rural,1964,270288.24876943545,0
648,1696,3,3,Suburb,1977,263720.90173653525,1
649,2308,4,1,Rural,1982,343733.4612602183,0
650,2997,3,1,Suburb,1996,386973.6452388685,1
651,2243,2,2,Urban,2000,232462.4527446684,2
652,2092,4,2,Urban,2005,246644.1788837266,2
653,2070,5,1,Suburb,2015,136921.1150485443,1
654,2008,5,1,Urban,2003,265746.5807708745,2
655,1093,5,3,Rural,1950,118967.69191518334,0
656,2773,3,3,Rural,1962,225775.6618982253,0
657,1957,4,3,Rural,2004,291978.29503658274,0
658,2011,3,3,Suburb,1993,261283.9963961752,1
659,1452,2,3,Suburb,2003,240942.6385063934,1
660,2227,4,2,Suburb,2016,216203.91808913855,1
661,1911,3,3,Urban,1998,132355.8167088826,2
662,1217,5,3,Suburb,2019,228079.11351403585,1
663,1473,5,3,Rural,1958,148489.51219153902,0
664,1431,2,1,Suburb,1992,150462.64176160205,1
665,1340,2,3,Rural,2014,226047.232175168,0
666,1550,2,2,Urban,2013,115706.61525987924,2
667,2635,5,1,Suburb,1988,270138.59707251686,1
668,2312,3,1,Rural,1986,200589.0287850465,0
669,2277,5,3,Rural,1975,258865.26034286627,0
670,2757,5,1,Suburb,1983,296494.37010478094,1
671,1356,5,3,Urban,1985,122490.16195532805,2
672,1022,3,3,Suburb,1995,115202.93724042212,1
673,2785,5,3,Urban,2013,341637.3346327042,2
674,1521,2,2,Rural,1975,202351.35724556248,0
675,2781,2,1,Suburb,1959,303105.48908660375,1
676,2860,2,1,Suburb,1980,311183.9181239788,1
677,2123,2,1,Rural,2007,149038.00718782184,0
678,1801,5,1,Urban,1977,270736.49580213847,2
679,2203,5,1,Suburb,1984,263493.245593864,1
680,2246,5,3,Suburb,2006,324176.94259542966,1
681,2929,2,3,Suburb,1969,337269.8823295874,1
682,1761,3,3,Urban,1985,249808.3088836096,2
683,2682,4,2,Rural,2012,240370.0119099812,0
684,1441,4,2,Rural,2019,316311.3312099292,0
685,2631,4,2,Rural,1993,301656.17346017965,0
686,1768,3,2,Urban,1962,245823.79008430173,2
687,2015,5,1,Urban,1982,260271.79196695355,2
688,2348,4,2,Rural,1999,223081.9973620505,0
689,1515,4,1,Suburb,1994,133643.3552048616,1
690,2039,5,1,Urban,2004,235473.2568647501,2
691,1791,4,1,Rural,1999,152462.49930589722,0
692,1335,5,3,Rural,2001,255989.5045800418,0
693,2782,4,3,Suburb,1996,326470.3363906014,1
694,1257,5,1,Suburb,1992,218502.8587774109,1
695,1496,2,2,Urban,1959,202684.77305729603,2
696,1895,3,1,Urban,1997,159563.627499803,2
697,1159,4,3,Rural,2017,167817.14670311325,0
698,2498,5,2,Urban,2004,328340.9621873803,2
699,1851,2,3,Suburb,1991,206542.45604190213,1
700,2687,5,2,Urban,1980,254673.65477120708,2
701,2931,4,3,Urban,1979,301490.2157597572,2
702,1689,4,1,Urban,2019,211224.04411416216,2
703,2698,4,3,Urban,1956,345220.80546968256,2
704,1379,4,2,Suburb,1981,103848.36089510174,1
705,2568,4,3,Urban,1991,254537.2982707633,2
706,2952,2,2,Suburb,1975,352850.78542387614,1
707,1956,5,3,Urban,1961,173719.79582802267,2
708,1690,5,3,Rural,1963,197888.1079481344,0
709,2450,4,1,Urban,1990,265276.1460098992,2
710,2636,5,2,Suburb,1992,338456.4113885329,1
711,2291,2,2,Suburb,1979,260643.21849028897,1
712,2858,4,1,Rural,1958,304034.385670048,0
713,2600,3,3,Rural,1969,287191.8105601077,0
714,2440,2,2,Suburb,2017,270580.7139209375,1
715,2191,4,2,Suburb,1974,252500.3190369424,1
716,2865,5,2,Urban,1952,371294.7232165792,2
717,2066,2,1,Suburb,1986,257401.59886460408,1
718,2579,4,1,Suburb,1977,284904.8023474461,1
719,1284,5,2,Rural,2009,211770.31701769648,0
720,1396,5,3,Suburb,2009,286856.5217117545,1
721,1011,4,3,Rural,1969,175101.11485297672,0
722,2630,2,1,Urban,2018,261717.1541109648,2
723,2325,4,3,Rural,1957,192111.8457088134,0
724,2921,4,1,Urban,2021,287287.6099467984,2
725,2276,4,2,Rural,1981,255596.0404676911,0
726,1498,4,2,Rural,1973,288403.4882448866,0
727,1753,4,2,Urban,1974,185248.1657127602,2
728,1034,5,1,Suburb,1969,209782.43902802345,1
729,1726,4,3,Rural,2002,215865.8500989949,0
730,1848,2,2,Suburb,1970,174158.99432206358,1
731,1089,3,3,Suburb,1978,80169.25806211587,1
732,1775,4,3,Suburb,2011,197440.8406320433,1
733,1604,2,1,Urban,2021,138311.8452227575,2
734,2945,3,1,Rural,1983,272553.0410251459,0
735,1969,2,3,Rural,1996,150367.97259513475,0
736,2625,5,3,Suburb,1991,267944.92750139127,1
737,2021,5,2,Rural,1958,192499.1385363805,0
738,1417,3,2,Suburb,1985,154703.87797049983,1
739,1114,3,2,Urban,1956,132670.1551484759,2
740,1616,3,3,Urban,2016,143155.4262902804,2
741,2926,5,1,Rural,1983,297645.4550119479,0
742,2219,5,3,Suburb,2005,246920.26484897672,1
743,1825,2,2,Urban,1986,230264.15501264585,2
744,2524,5,2,Rural,2019,328545.8605296379,0
745,2649,3,1,Suburb,2004,270556.70020546595,1
746,2516,4,3,Suburb,1985,275162.44503035053,1
747,2098,4,2,Rural,1959,185514.4834638632,0
748,1412,3,1,Suburb,1990,149130.08966753018,1
749,2399,5,2,Rural,2000,214095.0543062111,0
750,2443,3,1,Rural,1954,290060.3012191346,0
751,1728,5,3,Urban,1986,149000.2885716802,2
752,2300,4,1,Urban,2006,267485.9013006865,2
753,2020,2,3,Rural,1978,190984.00846955905,0
754,1760,5,3,Suburb,2005,329138.6055529518,1
755,1675,2,2,Urban,1980,216085.781634223,2
756,2417,4,3,Suburb,2001,298584.9525466047,1
757,2892,2,2,Rural,1962,295605.4558659616,0
758,1456,2,2,Rural,1978,220667.13737644893,0
759,1919,3,3,Suburb,2007,224202.0857901244,1
760,1191,2,1,Urban,1977,103169.83082983548,2
761,1738,4,3,Urban,1980,241772.0661041939,2
762,2712,5,3,Urban,1996,305954.64946368407,2
763,2122,2,1,Urban,2014,152222.32123196096,2
764,2571,5,2,Suburb,2009,239857.87116430115,1
765,1977,3,2,Urban,1979,284245.94156282244,2
766,2008,4,3,Suburb,2017,214463.71330122603,1
767,1095,4,1,Urban,2021,172054.11113967386,2
768,2687,5,1,Urban,2003,233840.693357676,2
769,1662,4,1,Suburb,2013,240334.624479816,1
770,2213,3,1,Suburb,1961,143838.14535935596,1
771,2759,5,3,Suburb,1961,231149.53446815303,1
772,1036,4,3,Rural,2005,57693.11512567874,0
773,2803,3,2,Suburb,1968,314396.5661139018,1
774,2392,3,1,Rural,1985,269266.977581019,0
775,2718,2,3,Suburb,1963,246523.69977593367,1
776,2548,4,3,Suburb,1953,192436.58603816613,1
777,1278,5,1,Suburb,1954,214298.2895792329,1
778,1216,2,1,Rural,1991,151148.9419555298,0
779,1866,5,2,Rural,2009,241160.6363713378,0
780,1872,2,1,Rural,1986,211510.34112149564,0
781,2821,3,2,Suburb,1980,230251.8348146053,1
782,2296,2,2,Suburb,2006,228944.8623110937,1
783,2904,2,1,Rural,2001,272997.60155766347,0
784,1061,2,1,Rural,1992,71057.43729236326,0
785,1595,4,3,Suburb,2004,138738.90112488047,1
786,2903,2,1,Urban,1958,306800.5024859408,2
787,1728,3,1,Rural,2001,221433.42593213933,0
788,2365,5,2,Suburb,2002,260065.91839526407,1
789,1396,4,1,Urban,1982,193685.51749938732,2
790,1698,3,3,Urban,1951,253164.40903462144,2
791,2042,4,3,Rural,1972,260611.24503988435,0
792,1176,5,1,Suburb,1965,191111.8035906781,1
793,2635,5,1,Suburb,1997,236979.26516775688,1
794,1395,5,2,Rural,1953,142709.2132430368,0
795,1444,4,1,Rural,1974,90595.44336075484,0
796,2256,4,2,Suburb,2017,232944.419166036,1
797,2938,5,1,Urban,2016,208320.65492302965,2
798,1075,5,2,Rural,1988,170587.70088704966,0
799,1264,3,3,Suburb,1971,185462.10056795456,1
800,1454,5,1,Urban,2009,119379.40658699269,2
801,2819,2,1,Urban,1985,304423.6713133684,2
802,1717,4,2,Urban,1998,240869.4072498032,2
803,1734,3,2,Urban,1982,212119.8414692286,2
804,2407,4,1,Urban,1968,201291.27162474324,2
805,2587,5,2,Suburb,2020,283949.7947263424,1
806,1850,2,1,Suburb,1955,237898.5327935223,1
807,2529,5,3,Urban,1977,218263.07829683935,2
808,2390,4,2,Suburb,2014,222996.20083676535,1
809,1143,3,1,Suburb,1963,148993.25117853231,1
810,1884,4,3,Suburb,1961,239641.3180208537,1
811,2092,3,1,Rural,2008,226598.7974864433,0
812,2122,2,1,Urban,2020,229393.3071768777,2
813,1395,5,3,Urban,1957,145356.12903263618,2
814,2048,5,2,Suburb,1959,218497.79846746355,1
815,1947,2,3,Suburb,2019,111367.23862298972,1
816,1890,4,1,Suburb,1997,205937.9650073844,1
817,2492,2,3,Rural,2003,319363.7891736062,0
818,2507,5,1,Rural,1999,321563.40710783505,0
819,2588,3,3,Urban,1996,319101.47520436335,2
820,2174,5,2,Urban,1978,205614.38829094707,2
821,2167,4,3,Rural,1958,266521.92740215774,0
822,1568,3,3,Rural,2015,129901.83080778556,0
823,2062,4,2,Rural,2018,246504.01107683705,0
824,1108,5,1,Urban,2003,82999.51438098928,2
825,2716,5,3,Urban,1965,207232.53134222017,2
826,2065,3,1,Urban,1957,135032.7138610993,2
827,2209,4,3,Suburb,1971,296655.18677291024,1
828,1934,3,2,Urban,1964,259611.21731599883,2
829,1397,3,3,Suburb,1977,154224.85545384552,1
830,2246,4,1,Urban,1978,184167.682777678,2
831,1633,3,1,Urban,1981,128511.64008197584,2
832,2156,2,2,Urban,1965,199376.22255012847,2
833,2186,3,1,Suburb,1982,305463.2842137745,1
834,2238,5,2,Rural,1985,230947.2624105161,0
835,1732,4,2,Suburb,1988,199698.29937561287,1
836,1234,5,1,Urban,1999,196146.75126065977,2
837,2866,2,1,Rural,2017,274487.713034125,0
838,1657,2,2,Suburb,1963,185033.5073295144,1
839,1750,3,1,Rural,1988,222984.37232313093,0
840,1587,5,2,Suburb,2020,208334.57395061577,1
841,2032,3,3,Rural,1969,254289.73022892696,0
842,2097,3,1,Urban,1999,247007.8117062886,2
843,1953,5,1,Suburb,1988,189607.3232062253,1
844,1491,2,2,Suburb,1957,188387.2146763888,1
845,1912,2,3,Suburb,1979,217927.1091427364,1
846,2276,2,3,Rural,1969,211264.24766899477,0
847,2253,4,1,Urban,1977,193911.85871865976,2
848,2542,4,2,Urban,2019,260737.6152132153,2
849,2197,3,2,Urban,2003,277508.1067969679,2
850,2676,4,1,Suburb,1969,288139.6440456853,1
851,2191,4,3,Suburb,1972,310818.2996654319,1
852,1169,5,2,Rural,1988,144823.8783201593,0
853,2416,3,2,Suburb,1983,216479.2312111171,1
854,1945,3,1,Urban,1971,208194.23872286797,2
855,1794,5,1,Suburb,2006,253265.0376705048,1
856,1633,2,3,Urban,1996,244006.2115103892,2
857,2217,5,3,Urban,1967,186245.8282964399,2
858,2540,2,2,Rural,1957,273339.0777205339,0
859,1028,3,1,Urban,2010,145806.9778864852,2
860,2188,3,1,Urban,1979,132414.17762180505,2
861,2445,4,1,Rural,1998,380654.63496154535,0
862,1338,4,3,Urban,2021,82162.27557986573,2
863,2671,5,3,Rural,2012,213976.85964899743,0
864,2519,4,2,Suburb,1998,225675.3304178081,1
865,2388,3,1,Suburb,1992,253719.6212512084,1
866,2856,3,3,Suburb,1966,206099.42510341504,1
867,2365,2,1,Urban,2021,233693.17511383988,2
868,1499,4,3,Suburb,1992,41630.73903968584,1
869,2680,2,1,Suburb,2004,249052.4280536617,1
870,1510,3,2,Suburb,2011,184231.2030920716,1
871,2350,4,3,Rural,1971,308213.8830350051,0
872,1216,2,3,Urban,1966,57095.72060447122,2
873,2324,3,2,Urban,2017,182389.1946475966,2
874,2155,2,2,Rural,1969,217331.88164170616,0
875,2827,4,1,Urban,1978,350242.8684402716,2
876,2093,2,3,Urban,1995,289191.5054736979,2
877,2275,2,1,Suburb,1963,243496.65823393877,1
878,2438,3,1,Suburb,1980,208749.06334160693,1
879,2810,4,1,Urban,1980,267005.9190474079,2
880,1444,5,3,Rural,1952,105488.09083210796,0
881,1875,5,2,Rural,1971,269844.16072456585,0
882,2205,2,1,Suburb,2002,238840.57227716385,1
883,1166,3,3,Suburb,2003,206852.129632215,1
884,1090,4,1,Urban,1976,92241.80581748142,2
885,1713,3,2,Rural,1981,133711.23184425896,0
886,2881,4,2,Rural,1980,363943.3169361488,0
887,2554,3,3,Suburb,1988,254325.533799992,1
888,1038,5,3,Rural,2011,115580.61555255776,0
889,2149,5,2,Rural,2006,315570.854831943,0
890,2474,5,3,Suburb,2016,290504.4188193532,1
891,1172,3,2,Rural,2011,192190.87089628197,0
892,1652,3,1,Suburb,1982,204042.48327574137,1
893,1753,2,2,Rural,2009,227730.1345025201,0
894,2243,5,1,Suburb,1979,315812.0093927289,1
895,2661,2,3,Urban,1962,235355.14384911332,2
896,2081,3,1,Rural,1969,266445.0244732576,0
897,2683,4,2,Rural,2021,373582.4579638869,0
898,1475,5,3,Urban,1957,146532.87360307135,2
899,1455,5,3,Rural,1970,141658.680700331,0
900,1828,5,2,Suburb,1962,311639.1473799411,1
901,1894,5,3,Rural,1979,200989.2947203859,0
902,2384,5,2,Urban,1998,284763.6398345334,2
903,2958,3,1,Suburb,2007,229455.10419490823,1
904,2024,5,1,Suburb,1995,253040.83462918125,1
905,1386,5,3,Rural,1951,153895.937900664,0
906,2996,2,2,Urban,1968,340000.53371239634,2
907,1347,4,2,Rural,1976,154491.00607322797,0
908,1189,5,1,Rural,1956,194760.360587696,0
909,1504,2,1,Rural,1999,206783.25374908888,0
910,2214,3,3,Urban,2002,253978.80475126745,2
911,2531,2,2,Suburb,1990,234623.9359452987,1
912,2392,5,3,Urban,1961,177596.20161174834,2
913,2432,2,3,Urban,1966,244735.0645293368,2
914,1823,2,3,Suburb,2021,236688.27176150816,1
915,1928,3,2,Rural,2005,205486.3072228253,0
916,1933,2,1,Rural,1970,214957.65001214077,0
917,2140,3,2,Urban,1963,232001.8099941528,2
918,1133,3,2,Urban,1971,31141.661175317782,2
919,1057,2,2,Suburb,1958,118092.00217452954,1
920,2579,5,3,Urban,1955,295625.1346682316,2
921,1684,4,3,Rural,1978,178076.61921988643,0
922,1671,2,2,Suburb,1993,195992.02480337096,1
923,1172,2,3,Rural,1965,48426.56952724123,0
924,2852,2,3,Rural,1993,237828.08700627237,0
925,1814,4,1,Suburb,1978,224581.67951386687,1
926,2172,4,2,Suburb,1970,240740.18783411043,1
927,1079,3,2,Rural,2015,195945.22713417688,0
928,1885,4,3,Suburb,2021,249861.14614101723,1
929,2236,4,2,Suburb,1985,326922.0049785314,1
930,1202,2,2,Urban,1952,206065.5832070673,2
931,1763,3,2,Urban,2006,212178.72116261904,2
932,2252,5,2,Rural,1998,316517.30020622705,0
933,2699,3,3,Rural,1990,240508.8366583316,0
934,2250,4,1,Suburb,1999,279073.86395829613,1
935,2682,4,3,Suburb,1963,244530.0160029172,1
936,2555,2,1,Urban,1972,354766.5624941777,2
937,2464,5,2,Suburb,2015,276540.4343396436,1
938,2425,5,2,Rural,1989,269753.6360239221,0
939,1046,5,2,Urban,1970,92737.39910827587,2
940,2256,4,2,Rural,1992,90256.53134838892,0
941,2328,4,2,Rural,1995,256324.2314453304,0
942,2549,3,2,Rural,1997,215428.4397021493,0
943,2166,4,2,Rural,2018,349937.8304799792,0
944,2438,5,1,Rural,1979,270658.20070059143,0
945,2536,5,3,Urban,1989,341876.2464882541,2
946,2396,5,2,Rural,1991,333079.80905804696,0
947,2589,2,2,Rural,1973,352650.3372044172,0
948,2909,3,2,Rural,2008,384570.0092932205,0
949,2282,3,1,Rural,2014,295735.1483372617,0
950,1655,4,2,Suburb,2003,195194.70008024533,1
951,1470,2,3,Urban,2008,95133.30811467016,2
952,2976,3,1,Urban,2009,299964.91612332454,2
953,1970,2,1,Suburb,1987,197931.9728010611,1
954,2035,2,2,Rural,1951,234129.68073221648,0
955,2353,4,1,Urban,2014,352243.84374203807,2
956,1735,2,2,Rural,1957,195768.76583076143,0
957,1783,3,3,Suburb,1960,189727.3845919774,1
958,1967,4,3,Urban,1991,235663.8437831698,2
959,1357,3,1,Urban,2004,82170.73832633767,2
960,1971,2,1,Rural,1990,238246.37459804572,0
961,2431,2,2,Suburb,1952,209647.4475033536,1
962,1667,5,1,Urban,1960,204634.1487795993,2
963,1372,4,3,Rural,2009,121797.35786225925,0
964,2031,4,1,Rural,1959,232913.77870877416,0
965,2145,5,3,Rural,1961,260744.77494843025,0
966,2371,3,2,Rural,2017,295669.2145331389,0
967,1675,3,3,Suburb,1950,222874.7259221029,1
968,1089,2,1,Urban,1989,169571.70650048825,2
969,2671,4,3,Rural,1988,301400.87618549453,0
970,1697,2,3,Suburb,1965,146521.30885491136,1
971,2339,5,1,Urban,1974,239841.0991899742,2
972,2201,2,2,Urban,1977,250995.74813573709,2
973,1539,3,3,Rural,1992,230483.4878244484,0
974,1731,3,1,Urban,1956,219340.69060929623,2
975,1868,5,3,Rural,1978,271113.41788545327,0
976,1040,3,3,Suburb,2012,154006.60360164827,1
977,1739,5,3,Urban,1960,208431.56936749088,2
978,2727,4,2,Rural,1950,312734.6629286009,0
979,2946,5,3,Suburb,1977,342149.84239391383,1
980,1501,5,1,Rural,1995,198493.32156194845,0
981,1958,5,1,Urban,1952,256779.9117483605,2
982,2168,3,3,Suburb,1963,233297.09623688145,1
983,2224,4,2,Urban,1988,267938.9424322745,2
