,SquareFeet,Bedrooms,Bathrooms,YearBuilt,Price,Neighborhood_Rural,Neighborhood_Suburb,Neighborhood_Urban
660,2227,4,2,2016,216203,0,1,0
661,1911,3,3,1998,132355,0,0,1
662,1217,5,3,2019,228079,0,1,0
663,1473,5,3,1958,148489,1,0,0
664,1431,2,1,1992,150462,0,1,0
665,1340,2,3,2014,226047,1,0,0
666,1550,2,2,2013,115706,0,0,1
667,2635,5,1,1988,270138,0,1,0
668,2312,3,1,1986,200589,1,0,0
669,2277,5,3,1975,258865,1,0,0
670,2757,5,1,1983,296494,0,1,0
671,1356,5,3,1985,122490,0,0,1
672,1022,3,3,1995,115202,0,1,0
673,2785,5,3,2013,341637,0,0,1
674,1521,2,2,1975,202351,1,0,0
675,2781,2,1,1959,303105,0,1,0
676,2860,2,1,1980,311183,0,1,0
677,2123,2,1,2007,149038,1,0,0
678,1801,5,1,1977,270736,0,0,1
679,2203,5,1,1984,263493,0,1,0
680,2246,5,3,2006,324176,0,1,0
681,2929,2,3,1969,337269,0,1,0
682,1761,3,3,1985,249808,0,0,1
683,2682,4,2,2012,240370,1,0,0
684,1441,4,2,2019,316311,1,0,0
685,2631,4,2,1993,301656,1,0,0
686,1768,3,2,1962,245823,0,0,1
687,2015,5,1,1982,260271,0,0,1
688,2348,4,2,1999,223081,1,0,0
689,1515,4,1,1994,133643,0,1,0
690,2039,5,1,2004,235473,0,0,1
691,1791,4,1,1999,152462,1,0,0
692,1335,5,3,2001,255989,1,0,0
693,2782,4,3,1996,326470,0,1,0
694,1257,5,1,1992,218502,0,1,0
695,1496,2,2,1959,202684,0,0,1
696,1895,3,1,1997,159563,0,0,1
697,1159,4,3,2017,167817,1,0,0
698,2498,5,2,2004,328340,0,0,1
699,1851,2,3,1991,206542,0,1,0
700,2687,5,2,1980,254673,0,0,1
701,2931,4,3,1979,301490,0,0,1
702,1689,4,1,2019,211224,0,0,1
703,2698,4,3,1956,345220,0,0,1
704,1379,4,2,1981,103848,0,1,0
705,2568,4,3,1991,254537,0,0,1
706,2952,2,2,1975,352850,0,1,0
707,1956,5,3,1961,173719,0,0,1
708,1690,5,3,1963,197888,1,0,0
709,2450,4,1,1990,265276,0,0,1
710,2636,5,2,1992,338456,0,1,0
711,2291,2,2,1979,260643,0,1,0
712,2858,4,1,1958,304034,1,0,0
713,2600,3,3,1969,287191,1,0,0
714,2440,2,2,2017,270580,0,1,0
715,2191,4,2,1974,252500,0,1,0
716,2865,5,2,1952,371294,0,0,1
717,2066,2,1,1986,257401,0,1,0
718,2579,4,1,1977,284904,0,1,0
719,1284,5,2,2009,211770,1,0,0
720,1396,5,3,2009,286856,0,1,0
721,1011,4,3,1969,175101,1,0,0
722,2630,2,1,2018,261717,0,0,1
723,2325,4,3,1957,192111,1,0,0
724,2921,4,1,2021,287287,0,0,1
725,2276,4,2,1981,255596,1,0,0
726,1498,4,2,1973,288403,1,0,0
727,1753,4,2,1974,185248,0,0,1
728,1034,5,1,1969,209782,0,1,0
729,1726,4,3,2002,215865,1,0,0
730,1848,2,2,1970,174158,0,1,0
731,1089,3,3,1978,80169,0,1,0
732,1775,4,3,2011,197440,0,1,0
733,1604,2,1,2021,138311,0,0,1
734,2945,3,1,1983,272553,1,0,0
735,1969,2,3,1996,150367,1,0,0
736,2625,5,3,1991,267944,0,1,0
737,2021,5,2,1958,192499,1,0,0
738,1417,3,2,1985,154703,0,1,0
739,1114,3,2,1956,132670,0,0,1
740,1616,3,3,2016,143155,0,0,1
741,2926,5,1,1983,297645,1,0,0
742,2219,5,3,2005,246920,0,1,0
743,1825,2,2,1986,230264,0,0,1
744,2524,5,2,2019,328545,1,0,0
745,2649,3,1,2004,270556,0,1,0
746,2516,4,3,1985,275162,0,1,0
747,2098,4,2,1959,185514,1,0,0
748,1412,3,1,1990,149130,0,1,0
749,2399,5,2,2000,214095,1,0,0
750,2443,3,1,1954,290060,1,0,0
751,1728,5,3,1986,149000,0,0,1
752,2300,4,1,2006,267485,0,0,1
753,2020,2,3,1978,190984,1,0,0
754,1760,5,3,2005,329138,0,1,0
755,1675,2,2,1980,216085,0,0,1
756,2417,4,3,2001,298584,0,1,0
757,2892,2,2,1962,295605,1,0,0
758,1456,2,2,1978,220667,1,0,0
759,1919,3,3,2007,224202,0,1,0
760,1191,2,1,1977,103169,0,0,1
761,1738,4,3,1980,241772,0,0,1
762,2712,5,3,1996,305954,0,0,1
763,2122,2,1,2014,152222,0,0,1
764,2571,5,2,2009,239857,0,1,0
765,1977,3,2,1979,284245,0,0,1
766,2008,4,3,2017,214463,0,1,0
767,1095,4,1,2021,172054,0,0,1
768,2687,5,1,2003,233840,0,0,1
769,1662,4,1,2013,240334,0,1,0
770,2213,3,1,1961,143838,0,1,0
771,2759,5,3,1961,231149,0,1,0
772,1036,4,3,2005,57693,1,0,0
773,2803,3,2,1968,314396,0,1,0
774,2392,3,1,1985,269266,1,0,0
775,2718,2,3,1963,246523,0,1,0
776,2548,4,3,1953,192436,0,1,0
777,1278,5,1,1954,214298,0,1,0
778,1216,2,1,1991,151148,1,0,0
779,1866,5,2,2009,241160,1,0,0
780,1872,2,1,1986,211510,1,0,0
781,2821,3,2,1980,230251,0,1,0
782,2296,2,2,2006,228944,0,1,0
783,2904,2,1,2001,272997,1,0,0
784,1061,2,1,1992,71057,1,0,0
785,1595,4,3,2004,138738,0,1,0
786,2903,2,1,1958,306800,0,0,1
787,1728,3,1,2001,221433,1,0,0
788,2365,5,2,2002,260065,0,1,0
789,1396,4,1,1982,193685,0,0,1
790,1698,3,3,1951,253164,0,0,1
791,2042,4,3,1972,260611,1,0,0
792,1176,5,1,1965,191111,0,1,0
793,2635,5,1,1997,236979,0,1,0
794,1395,5,2,1953,142709,1,0,0
795,1444,4,1,1974,90595,1,0,0
796,2256,4,2,2017,232944,0,1,0
797,2938,5,1,2016,208320,0,0,1
798,1075,5,2,1988,170587,1,0,0
799,1264,3,3,1971,185462,0,1,0
800,1454,5,1,2009,119379,0,0,1
801,2819,2,1,1985,304423,0,0,1
802,1717,4,2,1998,240869,0,0,1
803,1734,3,2,1982,212119,0,0,1
804,2407,4,1,1968,201291,0,0,1
805,2587,5,2,2020,283949,0,1,0
806,1850,2,1,1955,237898,0,1,0
807,2529,5,3,1977,218263,0,0,1
808,2390,4,2,2014,222996,0,1,0
809,1143,3,1,1963,148993,0,1,0
810,1884,4,3,1961,239641,0,1,0
811,2092,3,1,2008,226598,1,0,0
812,2122,2,1,2020,229393,0,0,1
813,1395,5,3,1957,145356,0,0,1
814,2048,5,2,1959,218497,0,1,0
815,1947,2,3,2019,111367,0,1,0
816,1890,4,1,1997,205937,0,1,0
817,2492,2,3,2003,319363,1,0,0
818,2507,5,1,1999,321563,1,0,0
819,2588,3,3,1996,319101,0,0,1
820,2174,5,2,1978,205614,0,0,1
821,2167,4,3,1958,266521,1,0,0
822,1568,3,3,2015,129901,1,0,0
823,2062,4,2,2018,246504,1,0,0
824,1108,5,1,2003,82999,0,0,1
825,2716,5,3,1965,207232,0,0,1
826,2065,3,1,1957,135032,0,0,1
827,2209,4,3,1971,296655,0,1,0
828,1934,3,2,1964,259611,0,0,1
829,1397,3,3,1977,154224,0,1,0
830,2246,4,1,1978,184167,0,0,1
831,1633,3,1,1981,128511,0,0,1
832,2156,2,2,1965,199376,0,0,1
833,2186,3,1,1982,305463,0,1,0
834,2238,5,2,1985,230947,1,0,0
835,1732,4,2,1988,199698,0,1,0
836,1234,5,1,1999,196146,0,0,1
837,2866,2,1,2017,274487,1,0,0
838,1657,2,2,1963,185033,0,1,0
839,1750,3,1,1988,222984,1,0,0
840,1587,5,2,2020,208334,0,1,0
841,2032,3,3,1969,254289,1,0,0
842,2097,3,1,1999,247007,0,0,1
843,1953,5,1,1988,189607,0,1,0
844,1491,2,2,1957,188387,0,1,0
845,1912,2,3,1979,217927,0,1,0
846,2276,2,3,1969,211264,1,0,0
847,2253,4,1,1977,193911,0,0,1
848,2542,4,2,2019,260737,0,0,1
849,2197,3,2,2003,277508,0,0,1
850,2676,4,1,1969,288139,0,1,0
851,2191,4,3,1972,310818,0,1,0
852,1169,5,2,1988,144823,1,0,0
853,2416,3,2,1983,216479,0,1,0
854,1945,3,1,1971,208194,0,0,1
855,1794,5,1,2006,253265,0,1,0
856,1633,2,3,1996,244006,0,0,1
857,2217,5,3,1967,186245,0,0,1
858,2540,2,2,1957,273339,1,0,0
859,1028,3,1,2010,145806,0,0,1
860,2188,3,1,1979,132414,0,0,1
861,2445,4,1,1998,380654,1,0,0
862,1338,4,3,2021,82162,0,0,1
863,2671,5,3,2012,213976,1,0,0
864,2519,4,2,1998,225675,0,1,0
865,2388,3,1,1992,253719,0,1,0
866,2856,3,3,1966,206099,0,1,0
867,2365,2,1,2021,233693,0,0,1
868,1499,4,3,1992,41630,0,1,0
869,2680,2,1,2004,249052,0,1,0
870,1510,3,2,2011,184231,0,1,0
871,2350,4,3,1971,308213,1,0,0
872,1216,2,3,1966,57095,0,0,1
873,2324,3,2,2017,182389,0,0,1
874,2155,2,2,1969,217331,1,0,0
875,2827,4,1,1978,350242,0,0,1
876,2093,2,3,1995,289191,0,0,1
877,2275,2,1,1963,243496,0,1,0
878,2438,3,1,1980,208749,0,1,0
879,2810,4,1,1980,267005,0,0,1
880,1444,5,3,1952,105488,1,0,0
881,1875,5,2,1971,269844,1,0,0
882,2205,2,1,2002,238840,0,1,0
883,1166,3,3,2003,206852,0,1,0
884,1090,4,1,1976,92241,0,0,1
885,1713,3,2,1981,133711,1,0,0
886,2881,4,2,1980,363943,1,0,0
887,2554,3,3,1988,254325,0,1,0
888,1038,5,3,2011,115580,1,0,0
889,2149,5,2,2006,315570,1,0,0
890,2474,5,3,2016,290504,0,1,0
891,1172,3,2,2011,192190,1,0,0
892,1652,3,1,1982,204042,0,1,0
893,1753,2,2,2009,227730,1,0,0
894,2243,5,1,1979,315812,0,1,0
895,2661,2,3,1962,235355,0,0,1
896,2081,3,1,1969,266445,1,0,0
897,2683,4,2,2021,373582,1,0,0
898,1475,5,3,1957,146532,0,0,1
899,1455,5,3,1970,141658,1,0,0
900,1828,5,2,1962,311639,0,1,0
901,1894,5,3,1979,200989,1,0,0
902,2384,5,2,1998,284763,0,0,1
903,2958,3,1,2007,229455,0,1,0
904,2024,5,1,1995,253040,0,1,0
905,1386,5,3,1951,153895,1,0,0
906,2996,2,2,1968,340000,0,0,1
907,1347,4,2,1976,154491,1,0,0
908,1189,5,1,1956,194760,1,0,0
909,1504,2,1,1999,206783,1,0,0
910,2214,3,3,2002,253978,0,0,1
911,2531,2,2,1990,234623,0,1,0
912,2392,5,3,1961,177596,0,0,1
913,2432,2,3,1966,244735,0,0,1
914,1823,2,3,2021,236688,0,1,0
915,1928,3,2,2005,205486,1,0,0
916,1933,2,1,1970,214957,1,0,0
917,2140,3,2,1963,232001,0,0,1
918,1133,3,2,1971,31141,0,0,1
919,1057,2,2,1958,118092,0,1,0
920,2579,5,3,1955,295625,0,0,1
921,1684,4,3,1978,178076,1,0,0
922,1671,2,2,1993,195992,0,1,0
923,1172,2,3,1965,48426,1,0,0
924,2852,2,3,1993,237828,1,0,0
925,1814,4,1,1978,224581,0,1,0
926,2172,4,2,1970,240740,0,1,0
927,1079,3,2,2015,195945,1,0,0
928,1885,4,3,2021,249861,0,1,0
929,2236,4,2,1985,326922,0,1,0
930,1202,2,2,1952,206065,0,0,1
931,1763,3,2,2006,212178,0,0,1
932,2252,5,2,1998,316517,1,0,0
933,2699,3,3,1990,240508,1,0,0
934,2250,4,1,1999,279073,0,1,0
935,2682,4,3,1963,244530,0,1,0
936,2555,2,1,1972,354766,0,0,1
937,2464,5,2,2015,276540,0,1,0
938,2425,5,2,1989,269753,1,0,0
939,1046,5,2,1970,92737,0,0,1
940,2256,4,2,1992,90256,1,0,0
941,2328,4,2,1995,256324,1,0,0
942,2549,3,2,1997,215428,1,0,0
943,2166,4,2,2018,349937,1,0,0
944,2438,5,1,1979,270658,1,0,0
945,2536,5,3,1989,341876,0,0,1
946,2396,5,2,1991,333079,1,0,0
947,2589,2,2,1973,352650,1,0,0
948,2909,3,2,2008,384570,1,0,0
949,2282,3,1,2014,295735,1,0,0
950,1655,4,2,2003,195194,0,1,0
951,1470,2,3,2008,95133,0,0,1
952,2976,3,1,2009,299964,0,0,1
953,1970,2,1,1987,197931,0,1,0
954,2035,2,2,1951,234129,1,0,0
955,2353,4,1,2014,352243,0,0,1
956,1735,2,2,1957,195768,1,0,0
957,1783,3,3,1960,189727,0,1,0
958,1967,4,3,1991,235663,0,0,1
959,1357,3,1,2004,82170,0,0,1
960,1971,2,1,1990,238246,1,0,0
961,2431,2,2,1952,209647,0,1,0
962,1667,5,1,1960,204634,0,0,1
963,1372,4,3,2009,121797,1,0,0
964,2031,4,1,1959,232913,1,0,0
965,2145,5,3,1961,260744,1,0,0
966,2371,3,2,2017,295669,1,0,0
967,1675,3,3,1950,222874,0,1,0
968,1089,2,1,1989,169571,0,0,1
969,2671,4,3,1988,301400,1,0,0
970,1697,2,3,1965,146521,0,1,0
971,2339,5,1,1974,239841,0,0,1
972,2201,2,2,1977,250995,0,0,1
973,1539,3,3,1992,230483,1,0,0
974,1731,3,1,1956,219340,0,0,1
975,1868,5,3,1978,271113,1,0,0
976,1040,3,3,2012,154006,0,1,0
977,1739,5,3,1960,208431,0,0,1
978,2727,4,2,1950,312734,1,0,0
979,2946,5,3,1977,342149,0,1,0
980,1501,5,1,1995,198493,1,0,0
981,1958,5,1,1952,256779,0,0,1
982,2168,3,3,1963,233297,0,1,0
983,2224,4,2,1988,267938,0,0,1
984,1928,2,1,1974,210799,0,0,1
985,2747,4,2,1984,373797,1,0,0
986,1460,3,2,1979,128689,1,0,0
987,1731,4,1,1989,149708,0,1,0
988,1751,4,1,1960,167144,1,0,0
989,1924,5,2,2015,180984,0,1,0
990,1908,5,3,1988,207714,0,0,1
991,2581,3,2,1977,226302,0,0,1
992,2570,5,1,2013,341995,0,0,1
993,2276,3,2,1952,261788,0,0,1
994,1389,2,1,1955,169312,0,1,0
995,2617,4,3,1985,246554,0,1,0
996,1882,2,3,1952,218620,0,0,1
997,1255,2,3,1969,152644,1,0,0
998,1708,4,3,2019,79441,0,0,1
999,2838,5,3,2006,251681,0,1,0
1000,2944,2,1,2001,270128,1,0,0
1001,1449,4,2,1958,207723,0,0,1
1002,1009,2,3,2017,100701,0,0,1
1003,1823,2,1,2019,236683,0,1,0
1004,1797,4,2,1999,234486,0,1,0
1005,2265,5,2,1955,165566,0,1,0
1006,2274,3,3,1992,286489,0,1,0
1007,1876,4,3,2005,177401,1,0,0
1008,2028,3,2,1966,249908,1,0,0
1009,2142,4,2,1981,161743,0,1,0
1010,2015,4,1,1960,187143,1,0,0
1011,2824,3,3,1975,247402,0,0,1
1012,1373,3,2,1967,155358,1,0,0
1013,2088,5,2,1979,279165,0,0,1
1014,1145,4,3,2013,89762,0,1,0
1015,1223,4,1,1981,181760,0,0,1
1016,2262,4,1,2006,244215,0,1,0
1017,1176,5,3,2011,245337,0,1,0
1018,2802,3,1,1956,303158,0,1,0
1019,1852,4,1,1954,156793,1,0,0
1020,2305,3,1,2019,290483,0,0,1
1021,1062,5,2,1963,94671,1,0,0
1022,2240,2,2,1995,194460,0,1,0
1023,2877,3,1,1961,282958,1,0,0
1024,1826,5,3,1999,203993,0,1,0
1025,1794,2,3,1990,205849,0,0,1
1026,1688,4,3,1957,149216,0,1,0
1027,2484,4,1,1952,246342,0,1,0
1028,2952,3,3,2001,289062,1,0,0
1029,2633,2,2,1960,296127,0,1,0
1030,1104,5,3,1997,97422,0,0,1
1031,2122,4,3,1961,163521,0,0,1
1032,1510,4,2,2000,122252,0,1,0
1033,1384,2,2,1953,133770,0,0,1
1034,1404,5,1,1966,184800,0,1,0
1035,1822,4,1,1978,251020,0,1,0
1036,1517,4,1,1972,115263,0,0,1
1037,1475,3,1,2011,90949,1,0,0
1038,1708,5,1,1961,189782,0,1,0
1039,2886,4,2,1997,280071,1,0,0
1040,2668,2,2,1982,258006,1,0,0
1041,2893,4,2,1962,386754,0,1,0
1042,1770,5,3,1987,146603,0,0,1
1043,2460,3,3,1999,259605,0,1,0
1044,2046,4,3,1961,259302,0,0,1
1045,1996,2,1,1975,172698,0,1,0
1046,2588,4,3,2014,339031,1,0,0
1047,1676,2,1,1952,255611,0,1,0
1048,1713,5,1,1957,192246,0,0,1
1049,2481,3,1,1979,345003,0,0,1
1050,1082,5,1,1992,142633,0,1,0
1051,2168,4,3,1963,195356,0,0,1
1052,2108,4,2,1966,279338,0,1,0
1053,2101,3,1,2020,176065,1,0,0
1054,1456,2,3,1989,102686,0,1,0
1055,2901,5,1,2015,357084,0,1,0
1056,1000,2,1,1957,77593,0,0,1
1057,1050,4,2,1955,218059,0,1,0
1058,1684,2,1,1967,97481,1,0,0
1059,1716,5,2,2015,251997,1,0,0
1060,2795,2,3,1951,291568,0,1,0
1061,2469,4,1,2009,164581,0,0,1
1062,1448,5,2,1952,232049,1,0,0
1063,1880,2,1,1956,153154,0,1,0
1064,1487,2,1,1996,40231,0,1,0
1065,2823,5,1,1979,400579,1,0,0
1066,1033,4,2,1984,171695,0,0,1
1067,2371,5,3,2008,255858,0,1,0
1068,1094,4,2,2011,198666,1,0,0
1069,2095,2,3,1996,232521,0,1,0
1070,2574,5,2,1966,296498,1,0,0
1071,1153,4,2,2002,220953,0,1,0
1072,1249,5,3,1982,177511,0,0,1
1073,1673,2,3,2012,243821,0,0,1
1074,1437,5,3,1991,152095,1,0,0
1075,1117,2,2,1997,62277,0,1,0
1076,1770,2,3,2011,182285,0,0,1
1077,2914,2,1,1956,339183,1,0,0
1078,2329,4,1,2004,335253,0,0,1
1079,1267,4,1,1987,157519,0,0,1
1080,2984,3,1,2018,424502,0,1,0
1081,2077,4,3,1988,202779,0,1,0
1082,1235,3,3,1978,106521,0,0,1
1083,1388,5,1,1978,178038,0,0,1
1084,1989,2,3,2004,233632,0,0,1
1085,2757,4,1,2009,286469,0,0,1
1086,1762,2,2,2015,173138,1,0,0
1087,2848,3,3,1953,273489,1,0,0
1088,1400,4,2,1969,205885,0,0,1
1089,1623,4,3,2000,200613,0,1,0
1090,1766,4,3,2019,227038,0,1,0
1091,2326,4,3,2004,141390,1,0,0
1092,1918,2,2,1995,267982,0,0,1
1093,2230,4,2,1996,207817,0,1,0
1094,2252,3,1,2019,309843,0,0,1
1095,1852,4,2,1963,151088,1,0,0
1096,2933,3,2,1954,251312,1,0,0
1097,1577,3,1,1981,153390,0,1,0
1098,1074,2,2,1991,145292,0,0,1
1099,1434,4,2,1989,227151,1,0,0
1100,1102,3,1,1969,119347,0,1,0
1101,2445,4,2,1994,240111,0,0,1
1102,2727,2,1,1961,349505,0,0,1
1103,1763,2,3,1990,182273,1,0,0
1104,1737,4,3,1959,192126,0,1,0
1105,1805,3,2,1951,249793,0,0,1
1106,2329,5,3,2005,297511,0,1,0
1107,1097,5,2,1965,177698,0,0,1
1108,2873,2,1,1994,351221,0,0,1
1109,1797,3,1,1996,145554,0,0,1
1110,2358,5,1,1990,276729,0,1,0
1111,1858,3,3,1993,169985,1,0,0
1112,1434,4,1,2020,131335,0,0,1
1113,1446,2,1,2007,204761,1,0,0
1114,2331,4,2,2004,316339,0,0,1
1115,1248,4,2,1974,273099,1,0,0
1116,1165,4,2,1961,146864,0,1,0
1117,2504,3,2,1967,206789,0,0,1
1118,1983,5,1,2014,269940,0,0,1
1119,2358,4,2,2003,223537,1,0,0
1120,2019,2,3,2013,196595,1,0,0
1121,1541,3,3,2012,224318,1,0,0
1122,1758,5,3,1964,203716,0,1,0
1123,2129,4,2,2018,266474,0,0,1
1124,2586,2,1,1955,277634,0,1,0
1125,1080,4,2,1978,170586,0,1,0
1126,1132,5,3,1975,134815,1,0,0
1127,1796,5,2,1950,151337,1,0,0
1128,1899,4,3,1978,276208,0,0,1
1129,1137,4,1,1964,108678,0,0,1
1130,1183,3,1,1995,162682,0,0,1
1131,2424,5,1,2013,291911,1,0,0
1132,2353,5,1,1986,259199,1,0,0
1133,1784,4,1,2004,207482,0,1,0
1134,2531,2,2,2005,274383,0,0,1
1135,2875,4,1,1966,192842,0,1,0
1136,1983,4,2,2021,233248,0,0,1
1137,1068,5,3,2006,161092,0,0,1
1138,1545,3,3,1971,235129,0,0,1
1139,2797,4,1,1956,233716,0,1,0
1140,1052,2,2,1952,146607,0,1,0
1141,2473,2,1,2003,198600,0,1,0
1142,1204,4,3,2005,216805,1,0,0
1143,1125,2,2,2013,105204,1,0,0
1144,2770,2,3,1958,332358,0,1,0
1145,1042,4,2,1999,201918,1,0,0
1146,2775,2,3,2020,290506,1,0,0
1147,2994,2,1,2006,280134,0,1,0
1148,2906,4,1,1957,303339,0,0,1
1149,1110,5,1,2002,200784,1,0,0
1150,1760,3,3,1984,242093,0,1,0
1151,2686,3,3,1998,333760,0,0,1
1152,2206,5,3,1973,338611,1,0,0
1153,1847,4,1,1956,204116,0,1,0
1154,1094,5,3,1989,150610,0,0,1
1155,2994,3,3,2000,351976,1,0,0
1156,2397,3,1,1985,188577,0,1,0
1157,2935,3,3,1983,373813,0,1,0
1158,2543,3,2,2002,240045,1,0,0
1159,1899,4,3,2016,232981,0,1,0
1160,1359,3,1,1982,192126,0,0,1
1161,1899,3,2,2015,183344,0,1,0
1162,2719,4,1,2003,250253,1,0,0
1163,1280,5,1,2014,156414,0,0,1
1164,2218,4,1,2018,276382,0,1,0
1165,2887,3,2,1989,343806,0,1,0
1166,2218,2,2,2013,249691,0,0,1
1167,1666,4,1,1959,139810,0,0,1
1168,1092,4,3,1963,82690,1,0,0
1169,1671,5,2,2000,238757,0,1,0
1170,2969,3,1,1950,321467,0,0,1
1171,1060,2,3,1974,169940,0,1,0
1172,1633,4,1,1971,175580,0,1,0
1173,2074,4,2,1985,230989,0,1,0
1174,2426,4,2,1976,279755,1,0,0
1175,2812,2,3,1970,362904,0,1,0
1176,2028,4,2,1980,268956,1,0,0
1177,2489,4,1,1955,231954,0,1,0
1178,1603,2,1,2001,179761,1,0,0
1179,1681,4,3,1957,233796,1,0,0
1180,2852,2,3,2011,362553,0,1,0
1181,1533,5,3,1959,323573,1,0,0
1182,2428,2,3,2020,217368,1,0,0
1183,1837,5,1,1989,246895,1,0,0
1184,2536,2,1,1984,313418,0,1,0
1185,1644,3,1,1975,212913,0,0,1
1186,1232,4,1,2021,156627,0,0,1
1187,1523,5,3,2013,175489,0,1,0
1188,1345,4,2,1953,164341,1,0,0
1189,2069,4,1,2020,246798,0,1,0
1190,1545,2,2,1953,189422,0,0,1
1191,2968,3,3,1965,379492,0,0,1
1192,2101,2,3,1962,236619,1,0,0
1193,2753,4,2,1999,326789,0,1,0
1194,2836,2,3,2016,368704,0,0,1
1195,2946,5,2,1981,355324,0,1,0
1196,2096,3,1,1952,286598,0,0,1
1197,1793,4,3,1987,208823,0,0,1
1198,1248,2,3,2016,144806,0,0,1
1199,1046,5,2,1988,24201,0,1,0
1200,2144,3,2,2006,255121,0,1,0
1201,1213,2,2,2004,83400,1,0,0
1202,1238,2,2,1976,107985,0,1,0
1203,2079,4,2,1965,300957,0,1,0
1204,1349,5,3,1953,229106,0,0,1
1205,1106,3,2,1999,145544,1,0,0
1206,1830,2,1,1995,219525,1,0,0
1207,1047,3,2,1991,169713,0,1,0
1208,2596,5,3,1998,340109,0,1,0
1209,1336,4,1,1993,132485,0,1,0
1210,2049,4,3,1981,261852,0,1,0
1211,1803,4,2,2021,167341,0,1,0
1212,2280,3,3,1995,279972,1,0,0
1213,1007,3,3,2020,104862,1,0,0
1214,1624,2,2,1986,181002,1,0,0
1215,2890,5,3,1951,291217,0,0,1
1216,2276,5,3,2016,280634,0,0,1
1217,2715,5,3,2018,280526,0,1,0
1218,1718,3,1,2012,322761,0,0,1
1219,1302,4,3,1960,117527,1,0,0
1220,1638,5,2,1967,272001,0,1,0
1221,1055,2,2,1998,128967,0,0,1
1222,1725,3,3,1963,206785,1,0,0
1223,1525,4,2,1971,220914,0,1,0
1224,1473,5,1,1971,134308,0,1,0
1225,1027,4,2,1974,190994,1,0,0
1226,1077,2,2,1965,132371,1,0,0
1227,2239,5,3,1988,155708,0,0,1
1228,2409,5,1,1979,286223,1,0,0
1229,1364,4,1,1970,163351,1,0,0
1230,1665,3,2,2021,175376,1,0,0
1231,1525,4,2,1992,179134,0,1,0
1232,1698,2,3,2010,276522,1,0,0
1233,2335,4,3,1968,305260,1,0,0
1234,1882,4,1,1969,149464,0,1,0
1235,2030,5,3,1996,163185,0,1,0
1236,2026,3,1,1973,202966,0,1,0
1237,2646,3,1,2013,359020,0,1,0
1238,1918,3,2,1969,270285,0,1,0
1239,1749,3,1,2014,153530,1,0,0
1240,1362,4,1,2020,120080,1,0,0
1241,2774,5,1,1974,319107,0,0,1
1242,2531,5,1,2006,278897,1,0,0
1243,2297,3,2,1982,173934,0,1,0
1244,2529,4,3,2010,274377,1,0,0
1245,1805,3,3,1993,158850,1,0,0
1246,1738,3,1,2010,133936,0,0,1
1247,2906,5,3,1996,287991,0,1,0
1248,2038,5,3,1981,174033,1,0,0
1249,2215,3,1,1953,236900,0,0,1
1250,2654,4,1,2014,234263,1,0,0
1251,1484,3,3,1979,160660,1,0,0
1252,1027,5,2,1951,146631,1,0,0
1253,1713,5,3,1997,243336,0,0,1
1254,2062,4,1,1955,215906,1,0,0
1255,2976,3,3,2016,401985,1,0,0
1256,2296,3,3,2019,289130,0,0,1
1257,2254,2,2,1983,299759,0,1,0
1258,1085,3,3,1952,170202,0,1,0
1259,2497,4,3,1986,269624,1,0,0
1260,1125,5,1,2003,127992,0,0,1
1261,1811,2,2,1971,202758,1,0,0
1262,1536,4,3,1951,231199,1,0,0
1263,1144,4,3,1955,140611,0,0,1
1264,2548,2,1,1987,186540,0,1,0
1265,2235,3,1,2017,213170,0,0,1
1266,1024,2,2,2006,-24715,0,0,1
1267,2603,4,2,1955,262747,1,0,0
1268,2417,3,2,1983,241061,0,0,1
1269,1066,5,1,2001,121229,0,0,1
1270,1232,2,1,1955,162027,1,0,0
1271,1108,4,1,2013,223401,0,0,1
1272,2169,3,1,2008,195532,0,0,1
1273,1110,4,2,1989,159300,0,0,1
1274,1227,3,2,1965,62986,0,1,0
1275,1110,3,2,2015,155601,0,0,1
1276,2493,2,1,1959,271473,0,0,1
1277,1033,5,1,1979,257937,0,0,1
1278,1622,3,1,1982,162059,1,0,0
1279,2799,4,1,2017,298891,1,0,0
1280,2959,3,3,1988,256438,1,0,0
1281,2392,5,2,1953,339929,1,0,0
1282,1747,4,2,2013,153806,0,1,0
1283,1594,3,3,1974,230984,1,0,0
1284,2577,3,2,1964,354670,1,0,0
1285,1424,2,1,1955,81791,0,0,1
1286,1612,5,2,2018,197839,0,0,1
1287,2541,3,1,1992,279927,1,0,0
1288,1691,5,1,2000,123146,1,0,0
1289,2305,3,1,1964,173424,0,0,1
1290,2343,4,3,2004,171330,1,0,0
1291,2761,5,2,1952,225236,0,1,0
1292,2466,4,1,1959,312980,0,0,1
1293,2975,5,2,1973,230128,1,0,0
1294,1314,4,3,1991,181639,0,0,1
1295,1876,3,2,2015,274445,1,0,0
1296,2989,4,2,1959,366555,0,1,0
1297,2764,4,2,1990,250869,0,1,0
1298,2400,3,2,1970,379321,0,1,0
1299,2312,5,3,2002,282074,0,0,1
1300,2460,4,2,2018,255506,1,0,0
1301,1661,2,1,2006,272637,0,0,1
1302,1276,2,3,1969,199083,0,0,1
1303,2733,4,2,1971,287467,0,0,1
1304,2605,4,2,1999,307809,0,1,0
1305,2526,4,1,2021,312283,0,1,0
1306,1623,5,3,1957,257388,1,0,0
1307,1515,3,3,1961,129303,0,1,0
